RowKey,Artikel,Link,Amazon,A+,Kontrolle,K von,Fehler1,Begründung,Infobox,Priorität,BE bis,BE am,BE von,K ab,K am,K2 von,Kommentar,OPEN C. bis,C am,Case Nr.,C von,Check C,Reopen C2 am,Reopen C2 von,Check Reopen C,Sonstige Anmerkungen
Amazon Cases (NT):1007702457323396,NT-H1 10g,https://www.amazon.nl/gp/product/B07MZ4JJWX,nl,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):5511302084693892,NT-H1 10g,https://www.amazon.sg/gp/product/B07MZ4JJWX,sg,Blue,,SM,Ja,Box,Cooling Method,5,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):3259502271008644,NT-H1 10g,https://www.amazon.se/gp/product/B07MZ4JJWX,se,Blue,,SM,Ja,Box,Cooling Method,4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):7763101898379140,NT-H1 10g,https://www.amazon.com.tr/gp/product/B07MZ4JJWX,tr,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):2133602364166020,NT-H1 10g,https://www.amazon.pl/gp/product/B07MZ4JJWX,pl,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):6637201991536516,NT-H1 10g,https://www.newegg.com/noctua-nt-h1-10gr/p/2MB-0026-00004?Item=9SIAADY8R70134,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):4385402177851268,NT-H1 3.5g,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):8889001805221764,NT-H1 3.5g,https://www.amazon.com.au/gp/product/B002CQU14A,au,Blue,,SM,Ja,"Box, Kom.","Material, Processor, Memory Type, Hard drive interface",4,,,,,,,,,,,,,,,,
Amazon Cases (NT):92908783013764,NT-H1 3.5g,https://www.amazon.com.be/dp/B002CQU14A,be,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):4596508410384260,NT-H1 3.5g,https://www.amazon.ca/dp/B002CQU14A,ca,Blue,,SM,Ja,"BP, Box","Material, Compatible Devices",5,,,EK,,,,,,,,,,,,,
Amazon Cases (NT):2344708596699012,NT-H1 3.5g,https://www.amazon.com/gp/product/B002CQU14A,com,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):6848308224069508,NT-H1 3.5g,https://www.amazon.com.mx/gp/product/B002CQU14A,com.mx,Blue,,SM,Ja,"Box, Kom.","Material, Processor, Memory Type, Hard drive interface, Hard drive size",4,,,,,,,,,,,,,,,,Data Transfer Rate 125 Megabytes Per Second // Requires Approval 24.02.25 SM
Amazon Cases (NT):1218808689856388,NT-H1 3.5g,https://www.amazon.co.uk/dp/B002CQU14A,co.uk,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,Manufacturer wrong !! // LK 20.11.24
Amazon Cases (NT):5722408317226884,NT-H1 3.5g,https://www.amazon.de/dp/B002CQU14A,de,Blue,,SM,Ja,Box,Memory Type,3,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):3470608503541636,NT-H1 3.5g,https://www.amazon.es/dp/B002CQU14A,es,Blue,,SM,Ja,Box,"RPM, Processor, Memory Type, Hard drive interface, Hard drive size, CPU manufacturer",5,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):7974208130912132,NT-H1 3.5g,https://www.amazon.fr/dp/B002CQU14A,fr,NE,,SM,Ja,Box,"Compatible Devices, Processor, Graphics Interface",5,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):655858736435076,NT-H1 3.5g,https://www.amazon.it/dp/B002CQU14A,it,Blue,,SM,Ja,Box,"Processor, Memory Type, Hard drive interface, Hard drive size",3,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):5159458363805572,NT-H1 3.5g,https://www.amazon.co.jp/dp/B002CQU14A,jp,Blue,,SM,Ja,"BP, Box","Processor, Memory Type",3,,,,,,,,,,,,,,,,
Amazon Cases (NT):2907658550120324,NT-H1 3.5g,https://www.amazon.nl/dp/B002CQU14A,nl,Blue,,SM,Ja,Box,"Cooling Method, Memory Type, CPU Socket",3,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):7411258177490820,NT-H1 3.5g,https://www.amazon.sg/gp/product/B002CQU14A,sg,Blue,,SM,Ja,"Box, Kom.","Material, Processor, Memory Type, Hard drive interface, CPU Socket",4,,,SM,,,EK,Box,,,,,,,,,data transfer rate//11.03.25//HI
Amazon Cases (NT):1781758643277700,NT-H1 3.5g,https://www.amazon.se/dp/B002CQU14A,se,Blue,,SM,Ja,Box,"Material, Compatible Devices, Color, CPU manufacturer",5,,,SM,,,EK,Box,,,,,,,,,Manufacturer wrong !!
Amazon Cases (NT):6285358270648196,NT-H1 3.5g,https://www.amazon.com.tr/dp/B002CQU14A,tr,Blue,,SM,Ja,"Box, Kom.","Material, Processor, Memory Type, Hard drive interface",5,,,SM,,,EK,Box,,,,,,,,,data transfer rate//11.03.25//HI
Amazon Cases (NT):4033558456962948,NT-H1 3.5g,https://www.amazon.pl/dp/B002CQU14A,pl,Blue,,SM,Ja,"Box, Kom.",Compatible Devices,4,,,SM,,,EK,Box,,,,,,,,,"Energy efficiency class, Annual energy consumption//11.03.25//HI"
Amazon Cases (NT):8537158084333444,NT-H1 3.5g,https://www.newegg.com/noctua-nt-h1/p/N82E16835608008?Item=9SIAADY6PJ5311&Tpk=9SIAADY6PJ5311,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,no ownership // 300622 JHU
Amazon Cases (NT):374383759724420,NT-H1 3.5g AM5 Edition,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):4877983387094916,NT-H1 3.5g AM5 Edition,https://www.amazon.com.au/dp/B0BGS81TMG,au,Yellow,,SM,Ja,Box,Cooling Method,4,,,,,,,,,,,,,,,,
Amazon Cases (NT):2626183573409668,NT-H1 3.5g AM5 Edition,https://www.amazon.com.be/dp/B0BGS81TMG,be,Blue,,SM,Ja,Box,"Material, Cooling Method, Power connector type",4,,,,,,,,,,,,,,,,
Amazon Cases (NT):7129783200780164,NT-H1 3.5g AM5 Edition,https://www.amazon.ca/dp/B0BGS81TMG,ca,Blue,,SM,Ja,Box,"Cooling Method, Power connector type",4,,,EK,,,,,,,,,,,,,
Amazon Cases (NT):1500283666567044,NT-H1 3.5g AM5 Edition,https://www.amazon.com/dp/B0BGS81TMG,com,Blue,,SM,Ja,Box,Cooling Method,5,,,EK,,,,,,,,,,,,,
Amazon Cases (NT):6003883293937540,NT-H1 3.5g AM5 Edition,https://www.amazon.com.mx/dp/B0BGS81TMG,com.mx,Blue,,SM,Ja,Box,Cooling Method,4,,,,,,,,,,,,,,,,Derzeit inaktiv & kann nicht bearbeitet werden AB290124 // wird nicht von uns verkauft aber wir warten die Seite trotzdem
Amazon Cases (NT):3752083480252292,NT-H1 3.5g AM5 Edition,https://www.amazon.co.uk/dp/B0BGS81TMG,co.uk,Blue,,SM,Ja,Box,"Cooling Method, Power connector type",4,,,,,,,,,,,,,,,,
Amazon Cases (NT):8255683107622788,NT-H1 3.5g AM5 Edition,https://www.amazon.de/dp/B0BGS81TMG,de,Blue,,SM,Ja,Box,Cooling Method,4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):937333713145732,NT-H1 3.5g AM5 Edition,https://www.amazon.es/dp/B0BGS81TMG,es,Blue,,SM,Ja,Box,Cooling Method,3,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):5440933340516228,NT-H1 3.5g AM5 Edition,https://www.amazon.fr/dp/B0BGS81TMG,fr,Blue,,SM,Ja,Box,Cooling Method,4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):3189133526830980,NT-H1 3.5g AM5 Edition,https://www.amazon.it/dp/B0BGS81TMG,it,Blue,,SM,Ja,Box,Cooling Method,4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):7692733154201476,NT-H1 3.5g AM5 Edition,https://www.amazon.co.jp/dp/B0BGS81TMG,jp,Yellow,,SM,Ja,BP,,5,,,,,,,,,,,,,,,,
Amazon Cases (NT):2063233619988356,NT-H1 3.5g AM5 Edition,https://www.amazon.nl/dp/B0BGS81TMG,nl,Blue,,SM,Ja,Box,Cooling Method,4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):6566833247358852,NT-H1 3.5g AM5 Edition,https://www.amazon.sg/dp/B0BGS81TMG,sg,Blue,,SM,Ja,Box,Cooling Method,4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):4315033433673604,NT-H1 3.5g AM5 Edition,https://www.amazon.se/dp/B0BGS81TMG,se,Blue,,SM,Ja,Box,"Cooling Method, Power connector type",4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):8818633061044100,NT-H1 3.5g AM5 Edition,https://www.amazon.com.tr/dp/B0BGS81TMG,tr,Blue,,SM,Ja,Box,"Cooling Method, Power connector type",4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):233646271369092,NT-H1 3.5g AM5 Edition,https://www.amazon.pl/dp/B0BGS81TMG,pl,Blue,,SM,Ja,Box,Cooling Method,4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):4737245898739588,NT-H1 3.5g AM5 Edition,https://www.newegg.com/p/2MB-0026-00021?item=9SIAADYJ9D8531,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):2485446085054340,NT-H1 3.5g SW Edition,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):6989045712424836,NT-H1 3.5g SW Edition,https://www.amazon.com.au/dp/B0B1DMJQZ1,au,Blue,,SM,Ja,"BP, Box, Kom.","Cooling Method, Memory Type",5,,,,,,,,,,,,,,,,
Amazon Cases (NT):1359546178211716,NT-H1 3.5g SW Edition,https://www.amazon.com.be/dp/B0B1DMJQZ1,be,Blue,,SM,Ja,"Box, Kom.","Cooling Method, Power connector type, Color",4,,,,,,,,,,,,,,,,SKU Problem//15.05.25//HI
Amazon Cases (NT):5863145805582212,NT-H1 3.5g SW Edition,http://www.amazon.ca/dp/B0B1DMJQZ1,ca,Blue,,SM,Ja,Box,"Cooling Method, Power connector type",4,,,EK,,,,,,,,,,,,,
Amazon Cases (NT):3611345991896964,NT-H1 3.5g SW Edition,https://www.amazon.com/dp/B0B1DMJQZ1,com,Blue,,SM,Ja,Box,Cooling Method,5,,,EK,,,,,,,,,,,,,
Amazon Cases (NT):8114945619267460,NT-H1 3.5g SW Edition,https://www.amazon.com.mx/dp/B0B1DMJQZ1,com.mx,Blue,,SM,Ja,Box,Cooling Method,4,,,,,,,,,,,,,,,,Derzeit inaktiv & kann nicht bearbeitet werden AB290124 // wird nicht von uns verkauft aber wir warten die Seite trotzdem
Amazon Cases (NT):796596224790404,NT-H1 3.5g SW Edition,https://www.amazon.co.uk/dp/B0B1DMJQZ1,co.uk,Blue,,SM,Ja,"Box, Kom.","Compatible Devices, Power connector type",5,,,,,,,,,,,,,,,,warranty//11.03.25//HI
Amazon Cases (NT):5300195852160900,NT-H1 3.5g SW Edition,https://www.amazon.de/dp/B0B1DMJQZ1,de,Blue,,SM,Ja,Box,"Cooling Method, Compatible Devices, Power connector type",4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):3048396038475652,NT-H1 3.5g SW Edition,https://www.amazon.es/dp/B0B1DMJQZ1,es,Blue,,SM,Ja,Box,"Cooling Method, Compatible Devices",5,,,SM,,,EK,Box,,,,,,,,,wireless//29.04.24//HI
Amazon Cases (NT):7551995665846148,NT-H1 3.5g SW Edition,https://www.amazon.fr/dp/B0B1DMJQZ1,fr,Blue,,SM,Ja,"Box, Kom.","Cooling Method, Power connector type",4,,,,,,,,,,,,,,,,warranty//11.03.25//HI
Amazon Cases (NT):1922496131633028,NT-H1 3.5g SW Edition,https://www.amazon.it/dp/B0B1DMJQZ1,it,Blue,,SM,Ja,Box,"Material, Cooling Method, Power connector type",4,,,,,,,,,,,,,,,,
Amazon Cases (NT):6426095759003524,NT-H1 3.5g SW Edition,https://www.amazon.co.jp/dp/B0B1DMJQZ1,jp,Blue,,SM,Ja,Kom.,,,,,,,,,,,,,,,,,,NO PRODUCT PAGE//26.06.//SM
Amazon Cases (NT):4174295945318276,NT-H1 3.5g SW Edition,https://www.amazon.nl/dp/B0B1DMJQZ1,nl,Blue,,SM,Ja,Box,"Cooling Method, Power connector type",4,,,,,,,,,,,,,,,,
Amazon Cases (NT):8677895572688772,NT-H1 3.5g SW Edition,https://www.amazon.sg/dp/B0B1DMJQZ1,sg,Blue,,SM,Ja,Box,"Cooling Method, Power connector type",4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):515121248079748,NT-H1 3.5g SW Edition,https://www.amazon.se/dp/B0B1DMJQZ1,se,Blue,,SM,Ja,Box,Power connector type,4,,,,,,,,,,,,,,,,
Amazon Cases (NT):5018720875450244,NT-H1 3.5g SW Edition,https://www.amazon.com.tr/dp/B0B1DMJQZ1,tr,Blue,,SM,Ja,Box,"Cooling Method, Compatible Devices",5,,,,,,,,,,,,,,,,
Amazon Cases (NT):2766921061764996,NT-H1 3.5g SW Edition,https://www.amazon.pl/dp/B0B1DMJQZ1,pl,Blue,,SM,Ja,Box,"Compatible Devices, Power connector type",5,,,,,,,,,,,,,,,,
Amazon Cases (NT):7270520689135492,NT-H1 3.5g SW Edition,https://www.newegg.com/p/2MB-0026-00019?item=9SIAADYHWX1816,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):1641021154922372,NT-H2 10g,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):6144620782292868,NT-H2 10g,https://www.amazon.com.au/dp/B07MZ5GQBM,au,Blue,,SM,Ja,Box,"Item Size, Cooling Method, Memory Type, Power connector type",5,,,,,,,,,,,,,,,,
Amazon Cases (NT):3892820968607620,NT-H2 10g,https://www.amazon.com.be/dp/B07MZ5GQBM,be,Blue,,SM,Ja,Box,Material,4,,,,,,,,,,,,,,,,
Amazon Cases (NT):8396420595978116,NT-H2 10g,https://www.amazon.ca/dp/B07MZ5GQBM,ca,Blue,,SM,Ja,Box,"Cooling Method, Power connector type",4,,,EK,,,,,,,,,,,,,
Amazon Cases (NT):1078071201501060,NT-H2 10g,https://www.amazon.com/dp/B07MZ5GQBM,com,Blue,,SM,Ja,Box,Cooling Method,5,,,EK,,,,,,,,,,,,,
Amazon Cases (NT):5581670828871556,NT-H2 10g,https://www.amazon.com.mx/dp/B07MZ5GQBM,com.mx,Blue,,SM,Ja,Box,"Cooling Method, Power connector type",4,,,,,,,,,,,,,,,,Derzeit inaktiv & kann nicht bearbeitet werden AB290124 // wird nicht von uns verkauft aber wir warten die Seite trotzdem
Amazon Cases (NT):3329871015186308,NT-H2 10g,https://www.amazon.co.uk/dp/B07MZ5GQBM,co.uk,Blue,,SM,Ja,Box,"Memory Type, Power connector type, Power Source",4,,,,,,,,,,,,,,,,
Amazon Cases (NT):7833470642556804,NT-H2 10g,https://www.amazon.de/dp/B07MZ5GQBM,de,Blue,,SM,Ja,Box,"Cooling Method, Memory Type, Hard drive interface",4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):2203971108343684,NT-H2 10g,https://www.amazon.es/dp/B07MZ5GQBM,es,Blue,,SM,Ja,Box,"Item Size, Cooling Method, Memory Type, Power Source",4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):6707570735714180,NT-H2 10g,https://www.amazon.fr/dp/B07MZ5GQBM,fr,Blue,,SM,Ja,Box,Cooling Method,4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):4455770922028932,NT-H2 10g,https://www.amazon.it/dp/B07MZ5GQBM,it,Blue,,SM,Ja,Box,Cooling Method,4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):8959370549399428,NT-H2 10g,https://www.amazon.co.jp/dp/B07MZ5GQBM,jp,Blue,,SM,Ja,"BP, Box","Compatible Devices, Memory Type",4,,,,,,,,,,,,,,,,
Amazon Cases (NT):57724410924932,NT-H2 10g,https://www.amazon.nl/dp/B07MZ5GQBM,nl,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):4561324038295428,NT-H2 10g,https://www.amazon.sg/gp/product/B07MZ5GQBM,sg,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):2309524224610180,NT-H2 10g,https://www.amazon.se/dp/B07MZ5GQBM,se,Blue,,SM,Ja,Box,"Cooling Method, Memory Type, Hard drive interface, Power Source",3,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):6813123851980676,NT-H2 10g,https://www.amazon.com.tr/dp/B07MZ5GQBM,tr,Blue,,SM,Ja,Box,"Cooling Method, Memory Type",3,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):1183624317767556,NT-H2 10g,https://www.amazon.pl/dp/B07MZ5GQBM,pl,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):5687223945138052,NT-H2 10g,https://www.newegg.com/noctua-nt-h2-10g/p/2MB-0026-00006,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):3435424131452804,NT-H2 3.5g,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):7939023758823300,NT-H2 3.5g,https://www.amazon.com.au/dp/B07MXFTNZY,au,Blue,,SM,Ja,Box,"Cooling Method, Compatible Devices, Memory Type, Power connector type",4,,,,,,,,,,,,,,,,
Amazon Cases (NT):620674364346244,NT-H2 3.5g,https://www.amazon.com.be/dp/B07MZ45X9G,be,Blue,,SM,Ja,Box,"Compatible Devices, Power connector type",5,,,,,,,,,,,,,,,,
Amazon Cases (NT):5124273991716740,NT-H2 3.5g,https://www.amazon.ca/dp/B07MXFTNZY,ca,Blue,,SM,Ja,Box,"Cooling Method, Power connector type",4,,,EK,,,,,,,,,,,,,
Amazon Cases (NT):2872474178031492,NT-H2 3.5g,https://www.amazon.com/dp/B07MXFTNZY,com,Blue,,SM,Ja,Box,Cooling Method,5,,,EK,,,,,,,,,,,,,
Amazon Cases (NT):7376073805401988,NT-H2 3.5g,https://www.amazon.com.mx/dp/B07MXFTNZY,com.mx,Blue,,SM,Ja,Box,"Cooling Method, Power connector type",4,,,,,,,,,,,,,,,,Derzeit inaktiv & kann nicht bearbeitet werden AB290124 // wird nicht von uns verkauft aber wir warten die Seite trotzdem
Amazon Cases (NT):1746574271188868,NT-H2 3.5g,https://www.amazon.co.uk/dp/B07MZ45X9G,co.uk,Blue,,SM,Ja,Box,"Cooling Method, Compatible Devices, Memory Type, Power connector type",4,,,,,,,,,,,,,,,,
Amazon Cases (NT):6250173898559364,NT-H2 3.5g,https://www.amazon.de/dp/B07MZ45X9G,de,Blue,,SM,Ja,Box,"Cooling Method, Compatible Devices",4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):3998374084874116,NT-H2 3.5g,https://www.amazon.es/dp/B07MZ45X9G,es,Blue,,SM,Ja,Box,"Cooling Method, Memory Type, Power connector type, Color",4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):8501973712244612,NT-H2 3.5g,https://www.amazon.fr/dp/B07MZ45X9G,fr,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):339199387635588,NT-H2 3.5g,https://www.amazon.it/dp/B07MZ45X9G,it,Blue,,SM,Ja,Box,"Cooling Method, Compatible Devices, Memory Type, Color, Power Source",4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):4842799015006084,NT-H2 3.5g,https://www.amazon.co.jp/dp/B07MZ45X9G,jp,Blue,,SM,Ja,"BP, Box",Memory Type,3,,,,,,,,,,,,,,,,
Amazon Cases (NT):2590999201320836,NT-H2 3.5g,https://www.amazon.nl/dp/B07MZ45X9G,nl,Blue,,SM,Ja,Box,"Compatible Devices, Memory Type, Power connector type",4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):7094598828691332,NT-H2 3.5g,https://www.amazon.sg/gp/product/B07MZ45X9G,sg,Blue,,SM,Ja,Box,"Compatible Devices, Memory Type, Power connector type",5,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):1465099294478212,NT-H2 3.5g,https://www.amazon.se/dp/B07MZ45X9G,se,Blue,,SM,Ja,Box,"Compatible Devices, Memory Type, Hard drive interface, Hard drive size, Power connector type",4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):5968698921848708,NT-H2 3.5g,https://www.amazon.com.tr/dp/B07MZ45X9G,tr,Blue,,SM,Ja,Box,"Cooling Method, Memory Type",4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):3716899108163460,NT-H2 3.5g,https://www.amazon.pl/dp/B07MZ45X9G,pl,Blue,,SM,Ja,Box,"Compatible Devices, Memory Type",4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):8220498735533956,NT-H2 3.5g,https://www.newegg.com/noctua-nt-h2/p/2MB-0026-00005?Item=9SIAADY8R70239,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):902149341056900,NT-H2 3.5g AM5 Edition,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):5405748968427396,NT-H2 3.5g AM5 Edition,https://www.amazon.com.au/dp/B0BGS99833,au,Yellow,,SM,Ja,"BP, Box",Compatible Devices,5,,,,,,,,,,,,,,,,
Amazon Cases (NT):3153949154742148,NT-H2 3.5g AM5 Edition,https://www.amazon.com.be/dp/B0BGS99833,be,Blue,,SM,Ja,"Box, Kom.",Compatible Devices,4,,,,,,,,,,,,,,,,SKU Problem//15.05.25//HI
Amazon Cases (NT):7657548782112644,NT-H2 3.5g AM5 Edition,https://www.amazon.ca/dp/B0BGS99833,ca,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):2028049247899524,NT-H2 3.5g AM5 Edition,https://www.amazon.com/dp/B0BGS99833,com,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):6531648875270020,NT-H2 3.5g AM5 Edition,https://www.amazon.com.mx/dp/B0BGS99833,com.mx,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,Derzeit inaktiv & kann nicht bearbeitet werden AB290124 // wird nicht von uns verkauft aber wir warten die Seite trotzdem
Amazon Cases (NT):4279849061584772,NT-H2 3.5g AM5 Edition,https://www.amazon.co.uk/dp/B0BGS99833,co.uk,Blue,,SM,Ja,"Box, Kom.",Compatible Devices,4,,,,,,,,,,,,,,,,Included components // SM 25.06.25
Amazon Cases (NT):8783448688955268,NT-H2 3.5g AM5 Edition,https://www.amazon.de/dp/B0BGS99833,de,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):198461899280260,NT-H2 3.5g AM5 Edition,https://www.amazon.es/dp/B0BGS99833,es,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):4702061526650756,NT-H2 3.5g AM5 Edition,https://www.amazon.fr/dp/B0BGS99833,fr,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):2450261712965508,NT-H2 3.5g AM5 Edition,https://www.amazon.it/dp/B0BGS99833,it,Blue,,SM,Ja,Box,"Memory Type, Color",3,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):6953861340336004,NT-H2 3.5g AM5 Edition,https://www.amazon.co.jp/dp/B0BGS99833,jp,Blue,,SM,Ja,BP,,5,,,,,,,,,,,,,,,,
Amazon Cases (NT):1324361806122884,NT-H2 3.5g AM5 Edition,https://www.amazon.nl/dp/B0BGS99833,nl,Blue,,SM,Ja,Box,"Cooling Method, Compatible Devices",4,,,,,,,,,,,,,,,,
Amazon Cases (NT):5827961433493380,NT-H2 3.5g AM5 Edition,https://www.amazon.sg/dp/B0BGS99833,sg,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):3576161619808132,NT-H2 3.5g AM5 Edition,https://www.amazon.se/dp/B0BGS99833,se,Blue,,SM,Ja,Box,Compatible Devices,4,,,,,,,,,,,,,,,,
Amazon Cases (NT):8079761247178628,NT-H2 3.5g AM5 Edition,https://www.amazon.com.tr/dp/B0BGS99833,tr,Blue,,SM,Ja,Box,Compatible Devices,4,,,,,,,,,,,,,,,,
Amazon Cases (NT):761411852701572,NT-H2 3.5g AM5 Edition,https://www.amazon.pl/dp/B0BGS99833,pl,Blue,,SM,Ja,Box,Compatible Devices,4,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NT):5265011480072068,NT-H2 3.5g AM5 Edition,https://www.newegg.com/p/2MB-0026-00022?item=9SIAADYJ9D8935,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):3013211666386820,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):7516811293757316,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):1887311759544196,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):6390911386914692,,PRIORITY 5,8,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):4139111573229444,,PRIORITY 4,45,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):8642711200599940,,PRIORITY 3,27,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):479936875990916,,PRIORITY 2,1,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):4983536503361412,,PRIORITY 1,0,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):2731736689676164,,PRIORITY C,0,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):7235336317046660,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):1605836782833540,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):6109436410204036,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):3857636596518788,,BE DONE,0,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):8361236223889284,,BE BIS,81,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):1042886829412228,,OPEN CASE,0,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):5546486456782724,,CHECK BE,0,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):3294686643097476,,BE CKECKED,0,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):7798286270467972,,CASE OPENED,0,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):2168786736254852,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):6672386363625348,,CHANGE BE,81,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):4420586549940100,,CHECK BE,0,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):8924186177310596,,CASES TO BE OPENED,0,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):128093155102596,,CHECK CASE,0,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):4631692782473092,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):2379892968787844,,JA,82,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):6883492596158340,,NEIN,35,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):1253993061945220,,Total,117,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):5757592689315716,,länger nicht durchgeschaut,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NT):3505792875630468,,Fehler schon länger  entdeckt,,,,,,,,,,,,,,,,,,,,,,,,
